ID,Name,InChI,InChIKey,SMILES,Solubility
B-1750,"2,6-di-t-butyl-p-tolyl methylcarbamate","InChI=1S/C17H27NO2/c1-11-9-12(16(2,3)4)14(20-15(19)18-8)13(10-11)17(5,6)7/h9-10H,1-8H3,(H,18,19)",PNRAZZZISDRWMV-UHFFFAOYSA-N,CNC(=O)Oc1c(cc(C)cc1C(C)(C)C)C(C)(C)C,-4.598
B-1751,dl-homoserine,"InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1",UKAUYVFTDYCKQA-VKHMYHEASA-N,N[C@@H](CCO)C(O)=O,0.924
B-1752,10h-phenothiazin-3-ol,"InChI=1S/C12H9NOS/c14-8-5-6-10-12(7-8)15-11-4-2-1-3-9(11)13-10/h1-7,13-14H",JAMWHXUWMDVHJF-UHFFFAOYSA-N,Oc1ccc2Nc3ccccc3Sc2c1,-2.5748
B-1753,"2,4-d, methyl ester","InChI=1S/C9H8Cl2O3/c1-13-9(12)5-14-8-3-2-6(10)4-7(8)11/h2-4H,5H2,1H3",HWIGZMADSFQMOI-UHFFFAOYSA-N,COC(=O)COc1ccc(Cl)cc1Cl,-2.9596
B-1754,"2,4,5-t, ethyl ester","InChI=1S/C10H9Cl3O3/c1-2-15-10(14)5-16-9-4-7(12)6(11)3-8(9)13/h3-4H,2,5H2,1H3",LVNNFHCEDQSWSC-UHFFFAOYSA-N,CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,-4.8493
B-1755,"2,4-d, octyl ester","InChI=1S/C16H22Cl2O3/c1-2-3-4-5-6-7-10-20-16(19)12-21-15-9-8-13(17)11-14(15)18/h8-9,11H,2-7,10,12H2,1H3",JWEDKKSQRXHXJD-UHFFFAOYSA-N,CCCCCCCCOC(=O)COc1ccc(Cl)cc1Cl,-7.0217
B-1756,"2,4-d, propyl ester","InChI=1S/C11H12Cl2O3/c1-2-5-15-11(14)7-16-10-4-3-8(12)6-9(10)13/h3-4,6H,2,5,7H2,1H3",URELEWKDONECLX-UHFFFAOYSA-N,CCCOC(=O)COc1ccc(Cl)cc1Cl,-4.2502
B-1757,p-meo-b-phenylpropionic acid,"InChI=1S/C10H12O3/c1-13-9-5-2-8(3-6-9)4-7-10(11)12/h2-3,5-6H,4,7H2,1H3,(H,11,12)",FIUFLISGGHNPSM-UHFFFAOYSA-N,COc1ccc(CCC(O)=O)cc1,-2.2144
B-1758,"2,4-d, butoxyethyl ester","InChI=1S/C14H18Cl2O4/c1-2-3-6-18-7-8-19-14(17)10-20-13-5-4-11(15)9-12(13)16/h4-5,9H,2-3,6-8,10H2,1H3",ZMWGIGHRZQTQRE-UHFFFAOYSA-N,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,-4.4276
B-1759,vernolate,"InChI=1S/C10H21NOS/c1-4-7-11(8-5-2)10(12)13-9-6-3/h4-9H2,1-3H3",OKUGPJPKMAEJOE-UHFFFAOYSA-N,CCCSC(=O)N(CCC)CCC,-3.354
B-1760,nitrapyrin,"InChI=1S/C6H3Cl4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",DCUJJWWUNKIJPH-UHFFFAOYSA-N,Clc1cccc(n1)C(Cl)(Cl)Cl,-3.5061
B-1761,benzthiazuron,"InChI=1S/C9H9N3OS/c1-10-8(13)12-9-11-6-4-2-3-5-7(6)14-9/h2-5H,1H3,(H2,10,11,12,13)",DTCJYIIKPVRVDD-UHFFFAOYSA-N,CNC(=O)Nc1sc2ccccc2n1,-4.2373
B-1762,chlorotrinitromethane,"InChI=1S/CClN3O6/c2-1(3(6)7,4(8)9)5(10)11",GNZCDDDPGSFZFG-UHFFFAOYSA-N,[O-][N+](=O)C(Cl)([N+]([O-])=O)[N+]([O-])=O,-1.9259
B-1763,"1,2-cyclohexanediol, 1-methyl-4-(1-methylethenyl","InChI=1S/C10H18O2/c1-7(2)8-4-5-10(3,12)9(11)6-8/h8-9,11-12H,1,4-6H2,2-3H3",WKZWTZTZWGWEGE-UHFFFAOYSA-N,CC(=C)C1CCC(C)(O)C(O)C1,-0.2311
B-1764,propane-1-thiosulfinic acid s-propyl ester,"InChI=1S/C6H14OS2/c1-3-5-8-9(7)6-4-2/h3-6H2,1-2H3",XPRZAEWSYWTDSQ-UHFFFAOYSA-N,CCCS[S](=O)CCC,-0.9199
B-1765,"1,3-benzenedicarboxylic acid, 2-methoxy-","InChI=1S/C9H8O5/c1-14-7-5(8(10)11)3-2-4-6(7)9(12)13/h2-4H,1H3,(H,10,11)(H,12,13)",ZRWAPLTWCQQSAN-UHFFFAOYSA-N,COc1c(cccc1C(O)=O)C(O)=O,-2.2926
B-1766,"propanoic acid, 4-nitrophenyl ester","InChI=1S/C9H9NO4/c1-2-9(11)14-8-5-3-7(4-6-8)10(12)13/h3-6H,2H2,1H3",DCQWRDUXRZSWHI-UHFFFAOYSA-N,CCC(=O)Oc1ccc(cc1)[N+]([O-])=O,-3.8925
B-1767,"pentanoic acid, 4-nitrophenyl ester","InChI=1S/C11H13NO4/c1-2-3-4-11(13)16-10-7-5-9(6-8-10)12(14)15/h5-8H,2-4H2,1H3",RJQXEHRFVKJLJO-UHFFFAOYSA-N,CCCCC(=O)Oc1ccc(cc1)[N+]([O-])=O,-4.3945
B-1768,p-dibutylterephthalate,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-7-9-14(10-8-13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",LQLQDKBJAIILIQ-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-5.4669
B-1769,"l-valine, n-glycyl-","InChI=1S/C7H14N2O3/c1-4(2)6(7(11)12)9-5(10)3-8/h4,6H,3,8H2,1-2H3,(H,9,10)(H,11,12)",STKYPAFSDFAEPH-UHFFFAOYSA-N,CC(C)C(NC(=O)CN)C(O)=O,0.4579
B-1770,"hexanediamide, n,n'-bis(2-hydroxyethyl)-","InChI=1S/C10H20N2O4/c13-7-5-11-9(15)3-1-2-4-10(16)12-6-8-14/h13-14H,1-8H2,(H,11,15)(H,12,16)",OSGRUAAPIRXZTJ-UHFFFAOYSA-N,OCCNC(=O)CCCCC(=O)NCCO,0.4121
B-1771,"3,4-dichlorobenzyl methylcarbamate","InChI=1S/C9H9Cl2NO2/c1-12-9(13)14-5-6-2-3-7(10)8(11)4-6/h2-4H,5H2,1H3,(H,12,13)",DSVOTYIOPGIVPP-UHFFFAOYSA-N,CNC(=O)OCc1ccc(Cl)c(Cl)c1,-3.1389
B-1772,chlorbufam,"InChI=1S/C11H10ClNO2/c1-3-8(2)15-11(14)13-10-6-4-5-9(12)7-10/h1,4-8H,2H3,(H,13,14)",ULBXWWGWDPVHAO-UHFFFAOYSA-N,CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.6172
B-1773,p-bromophenylurea,"InChI=1S/C7H7BrN2O/c8-5-1-3-6(4-2-5)10-7(9)11/h1-4H,(H3,9,10,11)",PFQUUCXMPUNRLA-UHFFFAOYSA-N,NC(=O)Nc1ccc(Br)cc1,-1.6336
B-1774,1-bromo-2-ethylbenzene,"InChI=1S/C8H9Br/c1-2-7-5-3-4-6-8(7)9/h3-6H,2H2,1H3",HVRUGFJYCAFAAN-UHFFFAOYSA-N,CCc1ccccc1Br,-3.6702
B-1775,chloroxuron,"InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)",IVUXTESCPZUGJC-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.8953
B-1776,siduron,"InChI=1S/C14H20N2O/c1-11-7-5-6-10-13(11)16-14(17)15-12-8-3-2-4-9-12/h2-4,8-9,11,13H,5-7,10H2,1H3,(H2,15,16,17)",JXVIIQLNUPXOII-UHFFFAOYSA-N,CC1CCCCC1NC(=O)Nc2ccccc2,-4.1108
B-1777,"benzene, 1,2-dichloro-3-methoxy-","InChI=1S/C7H6Cl2O/c1-10-6-4-2-3-5(8)7(6)9/h2-4H,1H3",HFEASCCDHUVYKU-UHFFFAOYSA-N,COc1cccc(Cl)c1Cl,-3.309
B-1778,"benzene, 1,3-dichloro-2-methoxy-","InChI=1S/C7H6Cl2O/c1-10-7-5(8)3-2-4-6(7)9/h2-4H,1H3",KZLMCDNAVVJKPX-UHFFFAOYSA-N,COc1c(Cl)cccc1Cl,-3.1019
B-1779,"2-propenamide, 3-(2-nitrophenyl)-","InChI=1S/C9H8N2O3/c10-9(12)6-5-7-3-1-2-4-8(7)11(13)14/h1-6H,(H2,10,12)",RASLWNGTMHFPIQ-UHFFFAOYSA-N,NC(=O)C=Cc1ccccc1[N+]([O-])=O,-1.2837
B-1780,"1h-purine, 6-methyl-","InChI=1S/C6H6N4/c1-4-5-6(9-2-7-4)10-3-8-5/h2-3H,1H3,(H,7,8,9,10)",SYMHUEFSSMBHJA-UHFFFAOYSA-N,Cc1ncnc2nc[nH]c12,0.1735
B-1781,butylate,"InChI=1S/C11H23NOS/c1-6-14-11(13)12(7-9(2)3)8-10(4)5/h9-10H,6-8H2,1-5H3",BMTAFVWTTFSTOG-UHFFFAOYSA-N,CCSC(=O)N(CC(C)C)CC(C)C,-3.684
B-1782,"4-imidazolidinone, 3-phenyl-2-thioxo-","InChI=1S/C9H8N2OS/c12-8-6-10-9(13)11(8)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)",ZZRIQDWDJVLELF-UHFFFAOYSA-N,O=C1CNC(=S)N1c2ccccc2,-3.2425
B-1783,n-decylamine,"InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3",MHZGKXUYDGKKIU-UHFFFAOYSA-N,CCCCCCCCCCN,-2.4564
B-1784,ethyl b-phenylpropionate,"InChI=1S/C11H14O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3",JAGZUIGGHGTFHO-UHFFFAOYSA-N,CCOC(=O)CCc1ccccc1,-2.9086
B-1785,flucytosine,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)",XRECTZIEBJDKEO-UHFFFAOYSA-N,NC1=C(F)C=NC(=O)N1,-0.9348
B-1786,aminocarb,"InChI=1S/C11H16N2O2/c1-8-7-9(15-11(14)12-2)5-6-10(8)13(3)4/h5-7H,1-4H3,(H,12,14)",IMIDOCRTMDIQIJ-UHFFFAOYSA-N,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.3572
B-1787,methiocarb,"InChI=1S/C11H15NO2S/c1-7-5-9(14-11(13)12-3)6-8(2)10(7)15-4/h5-6H,1-4H3,(H,12,13)",YFBPRJGDJKVWAH-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)c(SC)c(C)c1,-3.9214
B-1788,propylcyclopentane,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3",KDIAMAVWIJYWHN-UHFFFAOYSA-N,CCCC1CCCC1,-4.7404
B-1789,"propanamide, 2-hydroxy-","InChI=1S/C3H7NO2/c1-2(5)3(4)6/h2,5H,1H3,(H2,4,6)",SXQFCVDSOLSHOQ-UHFFFAOYSA-N,CC(O)C(N)=O,0.9435
B-1790,"benzene, (1,1-dimethylpropyl)-","InChI=1S/C11H16/c1-4-11(2,3)10-8-6-5-7-9-10/h5-9H,4H2,1-3H3",QHTJSSMHBLGUHV-UHFFFAOYSA-N,CCC(C)(C)c1ccccc1,-4.1498
B-1791,diethyl pimelate,"InChI=1S/C11H20O4/c1-3-14-10(12)8-6-5-7-9-11(13)15-4-2/h3-9H2,1-2H3",LKKOGZVQGQUVHF-UHFFFAOYSA-N,CCOC(=O)CCCCCC(=O)OCC,-2.0408
B-1792,diethyl suberate,"InChI=1S/C12H22O4/c1-3-15-11(13)9-7-5-6-8-10-12(14)16-4-2/h3-10H2,1-2H3",PEUGOJXLBSIJQS-UHFFFAOYSA-N,CCOC(=O)CCCCCCC(=O)OCC,-2.5304
B-1793,"1,2-dichloronaphthalene",InChI=1S/C10H6Cl2/c11-9-6-5-7-3-1-2-4-8(7)10(9)12/h1-6H,MOXLHAPKZWTHEX-UHFFFAOYSA-N,Clc1ccc2ccccc2c1Cl,-6.1611
B-1794,"1,8-dichloronaphthalene",InChI=1S/C10H6Cl2/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h1-6H,ADRYPAGQXFMVFP-UHFFFAOYSA-N,Clc1cccc2cccc(Cl)c12,-5.7963
B-1795,"2,3-dichloronaphthalene",InChI=1S/C10H6Cl2/c11-9-5-7-3-1-2-4-8(7)6-10(9)12/h1-6H,SKGXUFZRYNGFJS-UHFFFAOYSA-N,Clc1cc2ccccc2cc1Cl,-6.3566
B-1796,"2,4-dihydroxyazobenzene","InChI=1S/C12H10N2O2/c15-10-6-7-11(12(16)8-10)14-13-9-4-2-1-3-5-9/h1-8,13,16H/b14-11+",PULNESMFDLBKAZ-SDNWHVSQSA-N,OC/1=CC(=O)C=CC1=N/Nc2ccccc2,-3.0299
B-1797,"dl-allothreonine, o-methyl-","InChI=1S/C5H11NO3/c1-3(9-2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)",FYCWLJLGIAUCCL-UHFFFAOYSA-N,COC(C)C(N)C(O)=O,0.4853
B-1798,"dl-threonine, o-methyl-","InChI=1S/C5H11NO3/c1-3(9-2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)",FYCWLJLGIAUCCL-UHFFFAOYSA-N,COC(C)C(N)C(O)=O,0.4979
B-1799,"phenol, 4,4'-(3-methylbutylidene)bis-","InChI=1S/C17H20O2/c1-12(2)11-17(13-3-7-15(18)8-4-13)14-5-9-16(19)10-6-14/h3-10,12,17-19H,11H2,1-2H3",SRFHDEQOIMRMHH-UHFFFAOYSA-N,CC(C)CC(c1ccc(O)cc1)c2ccc(O)cc2,-3.3674
B-1800,"pentanedioic acid, 2,4-dimethyl-","InChI=1S/C7H12O4/c1-4(6(8)9)3-5(2)7(10)11/h4-5H,3H2,1-2H3,(H,8,9)(H,10,11)/p-2/t4-,5+",VIWYMIDWAOZEAZ-SYDPRGILSA-L,C[C@@H](C[C@@H](C)C([O-])=O)C([O-])=O,-0.4564
B-1801,clorexolone,"InChI=1S/C14H17ClN2O3S/c15-12-6-9-8-17(10-4-2-1-3-5-10)14(18)11(9)7-13(12)21(16,19)20/h6-7,10H,1-5,8H2,(H2,16,19,20)",VPMWFZKOWULPGT-UHFFFAOYSA-N,N[S](=O)(=O)c1cc2c(CN(C3CCCCC3)C2=O)cc1Cl,-4.3128
B-1802,"benzene, 1-bromo-3-isothiocyanato-",InChI=1S/C7H4BrNS/c8-6-2-1-3-7(4-6)9-5-10/h1-4H,ZMGMGHNOACSMQN-UHFFFAOYSA-N,Brc1cccc(c1)N=C=S,-4.0851
B-1803,flumethasone,"InChI=1S/C22H28F2O5/c1-11-6-13-14-8-16(23)15-7-12(26)4-5-19(15,2)21(14,24)17(27)9-20(13,3)22(11,29)18(28)10-25/h4-5,7,11,13-14,16-17,25,27,29H,6,8-10H2,1-3H3/t11-,13+,14+,16+,17+,19+,20+,21+,22+/m1/s1",WXURHACBFYSXBI-GQKYHHCASA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-5.6133
B-1804,"1,3-benzenediol, 4-cyclohexyl-","InChI=1S/C12H16O2/c13-10-6-7-11(12(14)8-10)9-4-2-1-3-5-9/h6-9,13-14H,1-5H2",LSEHCENPUMUIKC-UHFFFAOYSA-N,Oc1ccc(C2CCCCC2)c(O)c1,-2.5763
B-1805,endosulfan diol,"InChI=1S/C9H8Cl6O2/c10-5-6(11)8(13)4(2-17)3(1-16)7(5,12)9(8,14)15/h3-4,16-17H,1-2H2",GTSJHTSVFKEASK-UHFFFAOYSA-N,OCC1C(CO)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,-3.0802
B-1806,"benzoic acid, 2-(4-bromobenzoyl)-","InChI=1S/C14H9BrO3/c15-10-7-5-9(6-8-10)13(16)11-3-1-2-4-12(11)14(17)18/h1-8H,(H,17,18)",NONNFIAFWRSPPY-UHFFFAOYSA-N,OC(=O)c1ccccc1C(=O)c2ccc(Br)cc2,-3.0074
B-1807,4-ethylamino-6-isopropylamino-s-triazin-2-ol,"InChI=1S/C8H15N5O/c1-4-9-6-11-7(10-5(2)3)13-8(14)12-6/h5H,4H2,1-3H3,(H3,9,10,11,12,13,14)",NFMIMWNQWAWNDW-UHFFFAOYSA-N,CCNC1=NC(=O)N=C(NC(C)C)N1,-4.5241
B-1808,cycluron,"InChI=1S/C11H22N2O/c1-13(2)11(14)12-10-8-6-4-3-5-7-9-10/h10H,3-9H2,1-2H3,(H,12,14)",DQZCVNGCTZLGAQ-UHFFFAOYSA-N,CN(C)C(=O)NC1CCCCCCC1,-2.2182
B-1809,msma,"InChI=1S/CH5AsO3.Na/c1-2(3,4)5;/h1H3,(H2,3,4,5);/q;+1/p-1",JITOKQVGRJSHHA-UHFFFAOYSA-M,[Na+].C[As](O)([O-])=O,0.554
B-1810,lenacil,"InChI=1S/C13H18N2O2/c16-12-10-7-4-8-11(10)14-13(17)15(12)9-5-2-1-3-6-9/h9H,1-8H2,(H,14,17)",ZTMKADLOSYKWCA-UHFFFAOYSA-N,O=C1NC2=C(CCC2)C(=O)N1C3CCCCC3,-4.5916
B-1811,dicryl,"InChI=1S/C10H9Cl2NO/c1-6(2)10(14)13-7-3-4-8(11)9(12)5-7/h3-5H,1H2,2H3,(H,13,14)",VCBRBUKGTWLJOB-UHFFFAOYSA-N,CC(=C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.4325
B-1812,bcpc,"InChI=1S/C11H14ClNO2/c1-3-8(2)15-11(14)13-10-6-4-5-9(12)7-10/h4-8H,3H2,1-2H3,(H,13,14)",CURLHBZYTFVCRG-UHFFFAOYSA-N,CCC(C)OC(=O)Nc1cccc(Cl)c1,-3.1727
B-1813,"naphthalene, 2-(2-methylpropoxy)-","InChI=1S/C14H16O/c1-11(2)10-15-14-8-7-12-5-3-4-6-13(12)9-14/h3-9,11H,10H2,1-2H3",XOHIHZHSDMWWMS-UHFFFAOYSA-N,CC(C)COc1ccc2ccccc2c1,-5.2117
B-1814,bupivacaine,"InChI=1S/C18H28N2O/c1-4-5-12-20-13-7-6-11-16(20)18(21)19-17-14(2)9-8-10-15(17)3/h8-10,16H,4-7,11-13H2,1-3H3,(H,19,21)",LEBVLXFERQHONN-UHFFFAOYSA-N,CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,-2.0798
B-1815,"2,7-dichloronaphthalene",InChI=1S/C10H6Cl2/c11-9-3-1-7-2-4-10(12)6-8(7)5-9/h1-6H,DWBQZSYTSNYEEJ-UHFFFAOYSA-N,Clc1ccc2ccc(Cl)cc2c1,-5.9217
B-1816,"1h-pyrrole-2-carboxylic acid, 3,5-dimethyl-, eth","InChI=1S/C9H13NO2/c1-4-12-9(11)8-6(2)5-7(3)10-8/h5,10H,4H2,1-3H3",IZSBSZYFPYIJDI-UHFFFAOYSA-N,CCOC(=O)c1[nH]c(C)cc1C,-2.6212
B-1817,"1,3-benzenedicarboxylic acid, 4-methoxy-","InChI=1S/C9H8O5/c1-14-7-3-2-5(8(10)11)4-6(7)9(12)13/h2-4H,1H3,(H,10,11)(H,12,13)",JIICYHFLIOGGHE-UHFFFAOYSA-N,COc1ccc(cc1C(O)=O)C(O)=O,-3.1165
B-1818,"1,2-dimethylcyclohexane (cis)","InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3/t7-,8+",KVZJLSYJROEPSQ-OCAPTIKFSA-N,C[C@H]1CCCC[C@H]1C,-4.2719
B-1819,"1,4-dimethylcyclohexane (trans)","InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3",QRMPKOFEUHIBNM-UHFFFAOYSA-N,CC1CCC(C)CC1,-4.4657
B-1820,"butane, 2,3-dichloro-, (r*,r*)-(.+-.)-","InChI=1S/C4H8Cl2/c1-3(5)4(2)6/h3-4H,1-2H3/t3-,4-/m1/s1",RMISVOPUIFJTEO-QWWZWVQMSA-N,C[C@@H](Cl)[C@@H](C)Cl,-2.3541
B-1821,"1-naphthalenecarboxylic acid, 8-nitro-","InChI=1S/C11H7NO4/c13-11(14)8-5-1-3-7-4-2-6-9(10(7)8)12(15)16/h1-6H,(H,13,14)",USMKVLABRYGBJX-UHFFFAOYSA-N,OC(=O)c1cccc2cccc(c12)[N+]([O-])=O,-2.7501
B-1822,4-methyloctane,"InChI=1S/C9H20/c1-4-6-8-9(3)7-5-2/h9H,4-8H2,1-3H3",DOGIHOCMZJUJNR-UHFFFAOYSA-N,CCCCC(C)CCC,-6.0474
B-1823,menthol (l),"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1",NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.5037
B-1824,"naphthalene, 1-methoxy-","InChI=1S/C11H10O/c1-12-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3",NQMUGNMMFTYOHK-UHFFFAOYSA-N,COc1cccc2ccccc12,-4.1992
B-1825,(+)-fenchol,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7-8,11H,4-6H2,1-3H3/t7-,8-,10+/m1/s1",IAIHUHQCLTYTSF-MRTMQBJTSA-N,CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,-2.2702
B-1826,"pentane, 3,3-bis(ethylsulfonyl)-","InChI=1S/C9H20O4S2/c1-5-9(6-2,14(10,11)7-3)15(12,13)8-4/h5-8H2,1-4H3",VTZYVPLHCQBWSP-UHFFFAOYSA-N,CCC(CC)([S](=O)(=O)CC)[S](=O)(=O)CC,-2.0625
B-1827,tetrasul,InChI=1S/C12H6Cl4S/c13-7-1-3-8(4-2-7)17-12-6-10(15)9(14)5-11(12)16/h1-6H,QUWSDLYBOVGOCW-UHFFFAOYSA-N,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,-7.0335
B-1828,dienochlor,"InChI=1S/C10Cl10/c11-1-2(12)6(16)9(19,5(1)15)10(20)7(17)3(13)4(14)8(10)18",LWLJUMBEZJHXHV-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.2784
B-1829,"2-cyclohexen-1-one, oxime, (z)-","InChI=1S/C6H9NO/c8-7-6-4-2-1-3-5-6/h2,4,8H,1,3,5H2/b7-6+",WNPVAXLJVUXYFU-VOTSOKGWSA-N,O\N=C/1CCCC=C1,-0.9667
B-1830,octachloronaphthalene,InChI=1S/C10Cl8/c11-3-1-2(5(13)9(17)7(3)15)6(14)10(18)8(16)4(1)12,RTNLUFLDZOAXIC-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,-9.703
B-1831,m-aminobenzonitrile,"InChI=1S/C7H6N2/c8-5-6-2-1-3-7(9)4-6/h1-4H,9H2",NJXPYZHXZZCTNI-UHFFFAOYSA-N,Nc1cccc(c1)C#N,-1.1693
B-1832,nonanonitrile,"InChI=1S/C9H17N/c1-2-3-4-5-6-7-8-9-10/h2-8H2,1H3",PLZZPPHAMDJOSR-UHFFFAOYSA-N,CCCCCCCCC#N,-3.2987
B-1833,"1,5-diaminonaphthalene","InChI=1S/C10H10N2/c11-9-5-1-3-7-8(9)4-2-6-10(7)12/h1-6H,11-12H2",KQSABULTKYLFEV-UHFFFAOYSA-N,Nc1cccc2c(N)cccc12,-2.6194
B-1834,2-phenethylisothiocyanate,"InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2",IZJDOKYDEWTZSO-UHFFFAOYSA-N,S=C=NCCc1ccccc1,-3.1714
B-1835,"2,3,3-trichloro-2-propenoic acid","InChI=1S/C3HCl3O2/c4-1(2(5)6)3(7)8/h(H,7,8)/p-1",WMUBNWIGNSIRDH-UHFFFAOYSA-M,[O-]C(=O)C(Cl)=C(Cl)Cl,-0.4659
B-1836,"1h-purine, 8-(trifluoromethyl)-","InChI=1S/C6H3F3N4/c7-6(8,9)5-12-3-1-10-2-11-4(3)13-5/h1-2H,(H,10,11,12,13)",YGINUNRCDDYFKD-UHFFFAOYSA-N,FC(F)(F)c1[nH]c2cncnc2n1,-0.4505
B-1837,5-phenylpentanoic acid,"InChI=1S/C11H14O2/c12-11(13)9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9H2,(H,12,13)",BYHDDXPKOZIZRV-UHFFFAOYSA-N,OC(=O)CCCCc1ccccc1,-2.4657
B-1838,"7h-purine, 2,6-dichloro-7-methyl-","InChI=1S/C6H4Cl2N4/c1-12-2-9-5-3(12)4(7)10-6(8)11-5/h2H,1H3",HVMUWHZAZGTMJK-UHFFFAOYSA-N,Cn1cnc2nc(Cl)nc(Cl)c12,-1.1522
B-1839,"phosphoric acid,2-chloro-(2,4-dichlorophenyl)vin","InChI=1S/C10H10Cl3O4P/c1-15-18(14,16-2)17-10(6-11)8-4-3-7(12)5-9(8)13/h3-6H,1-2H3/b10-6-",QSGNQELHULIMSJ-POHAHGRESA-N,CO[P](=O)(OC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,-3.4066
B-1840,prothoate,"InChI=1S/C9H20NO3PS2/c1-5-12-14(15,13-6-2)16-7-9(11)10-8(3)4/h8H,5-7H2,1-4H3,(H,10,11)",QTXHFDHVLBDJIO-UHFFFAOYSA-N,CCO[P](=S)(OCC)SCC(=O)NC(C)C,-2.0575
B-1841,vamidothion,"InChI=1S/C8H18NO4PS2/c1-9-8(10)4-5-15-6-7-16-14(11,12-2)13-3/h4-7H2,1-3H3,(H,9,10)",CUJJSLYROAWARJ-UHFFFAOYSA-N,CNC(=O)CCSCCS[P](=O)(OC)OC,0.5416
B-1842,"1-naphthalenecarboxylic acid, 2-hydroxy-","InChI=1S/C11H8O3/c12-9-6-5-7-3-1-2-4-8(7)10(9)11(13)14/h1-6,12H,(H,13,14)",UPHOPMSGKZNELG-UHFFFAOYSA-N,OC(=O)c1c(O)ccc2ccccc12,-3.1284
B-1843,diallate,"InChI=1S/C10H17Cl2NOS/c1-7(2)13(8(3)4)10(14)15-6-9(12)5-11/h5,7-8H,6H2,1-4H3/b9-5-",SPANOECCGNXGNR-UITAMQMPSA-N,CC(C)N(C(C)C)C(=O)SC\C(Cl)=C\Cl,-4.2856
B-1844,triallate,"InChI=1S/C10H16Cl3NOS/c1-6(2)14(7(3)4)10(15)16-5-8(11)9(12)13/h6-7H,5H2,1-4H3",MWBPRDONLNQCFV-UHFFFAOYSA-N,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.8818
B-1845,"trans-cyclohexane-1,2-dicarboxylic acid","InChI=1S/C8H12O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h5-6H,1-4H2,(H,9,10)(H,11,12)",QSAWQNUELGIYBC-UHFFFAOYSA-N,OC(=O)C1CCCCC1C(O)=O,-1.935
